Tweet,label
sukses pilih kepala daerah hoaks galeri dinas komunikasi informatika kota metro kota metro news ayo dam ram,positive
pura pura bisu tika udjo on bahana fm,positive
dasar tau fiksi unduh buku gampang dasar perek harga ratus,negative
sih goblok suruh kupas kulit kacang hijau ber baskom baskom tolol banget tahi gampang anjing kerja banget hidup monyet gue,negative
rt enak nya habis ngentot main pejuhnya,negative
obrol ayo cantik cina wkwk,positive
kayak tau ya kak ya kak asing,positive
anjir wkwk nete banget nih,negative
ustaz lurus orang salah orang salah demo tau kualitas ustaz bagus ustaz tan partai komunis indonesia mobil mewah,positive
allahu akbar ketua front bela islam lapor adek armando badan reserse kriminal,positive
ah alah gembel banget screenshot,negative
pas audisi rambut hitam sipit tar lincah banget kayak ulet bulu ngel ngel dah,positive
kakak sekolah dasar racist batak kristen pas jawa ampun panggil gue pakai nama adat adat agama jarang kayak sih saran si,positive
bajak agama intoleran reaktif agama badik tusuk lawan duniawi dadak toleran hina kawan duniawi ya agama kejar tuju,negative
kacrut rank main cerdas gebuk doang,negative
alhamdulillah,positive
semangat ngewe malas gue,positive
masuk kristen diskualifikasi tenang baptis gratis bayar susu,positive
bisu diam ribu bahasa hati bicara,positive
wonu oppa mata sipit banget,positive
polisi perintah simpan bom ujung ras tanggung akibat,negative
anggap cewek kayak barang bos cewek hati asa situ cari bahan ngewe mending cari pecun ngewe bayar deh cewek rusak lobi ngewe anjir sampah,negative
konbatnya gue pegang wkwk geblek,negative
jurnalis dengar islam nusantara iseng bilang hindu nusantara kristen nusantara buddha nusantara islam agama agama embel,positive
malu tertawa dasar idiot,negative
sih burung indonesia bubar sih kerbau indonesia kuat monyet nasib negeri monyet wkkkkwkk serius banget ah rieuttt,negative
rt pegawai bank danamon asyik emut kontol pacar video lengkap bokep,negative
ya,negative
internasional sih nan kayak tenaga kerja indonesia naga naga sih,positive
biadab ahok cina kafir rakyat asong gusur aniaya surat pemberitahuan teroris ahok kafir biadab,negative
buku jokowi undercover susilo bambang yudhoyono dukung jokowi pilih presiden rahasia kotor korupsi pegang cukong cina,negative
masjid pasang spanduk ganti presiden marah masjid pakai ceramah politik tanoe non muslim dukung,negative
reklamasi jakarta atur revisi atur presiden jakarta bogor depok tangerang bekas puncak cianjur,positive
tenang hlh kontol,negative
presiden cengeng kecoak cebong erti,negative
nista agama santri hormat kasih ahok otak reparasi pilih kepala daerah nama santri kail jual belikan,negative
gendut sih nder ya pikir omong orang mulu mending pelan pelan rawat gendut rawat maaah percaya percaya iya,positive
kalah soeharto prabowo lawan opini libat konspirasi global as cina sekutu dukung rencana csis elite katolik radikal konglomerat tionghoa jatuh soeharto,negative
pimpin masjid pimpin ajak jalan syariat islam sungguh sungguh jatuh pimpin non muslim,negative
ih najis belepotan,negative
wajib dengar,positive
hussss admin takut demo bersilit silit alumni togel,negative
ya gue sipit,positive
anjir setan,negative
rt cowok kurus kontol lumayan,negative
eh toilet pipis onta melipir indonesia lo gerombol mabuk budaya arab nya kayak,negative
situ bego,negative
ninja kali nih tukang roti keliling cepat banget hilang kali gue rumah kejar sarap,negative
siloam cina usir andai mati anak anak paham filosofi hidup harga kaki jajah,negative
antek antek prabowo,negative
jujur percaya allah subhanahu wa taala perintah penggal kafir tuhan lukman,negative
for presiden jongos antek asing uras bumi pertiwi ganti presiden,negative
jancuk gue tabok anak,negative
tidur ranah najis nyata,negative
orang orang kafir dusta ayat ayat azab hina qs al hajj,positive
ngentot yuk,negative
mata pakai kacamata bangun tidur sipit,positive
utang triliun kampret hidup melarat makan cebong happy hidup akting sengsara,negative
mercun bunyi kuat hai adek bunyi bom,positive
tipu aduh,positive
cebong dungu korban php,negative
jaman harto anak prestasi perhati jaman rezim lebay panggil istana rezim aneh ganti presiden,negative
cebong erti,negative
pagi kaya kontol,negative
iya anjir tau wkwk iya gue suka,negative
ayo ajak mas goen alih sembah allah subhanahu wa taala benci kafir bakar kemenyan,negative
cari huruf hijaiyah dal anak islam jamal laeli assalamualaikum adik adik mari lihat,positive
cc periode rakyat putus hubung kerja impor juta tenaga kerja asing cina mending pergi negara republik indonesia negeri butuh penghianat korban rakyat golong prabowopresident,negative
iya junjung bantai orang tim tim peristiwa santa crush culik aktivis sadar junjung jahat internasional,negative
imut titit nya hidung,negative
bom takjil,positive
komisi berantas korupsi panggil deret mantan anggota dewan wakil rakyat kait e kartu tanda duduk,positive
sipit sipit,positive
maklum nama kampret serba hidup gelantung wajar pikir kepala bau pesing kencing basah kepala pesing,negative
papar kepala polisi resor bikin kepala polisi daerah pulau riau pilih kepala daerah tanjung pinang aman netral,positive
insiden helikopter jatuh pt indonesia morowali industrial park kerja warga negara cina,positive
bunyi klik tikus suara keti keyboard musik jam non stop mata perih bokong panas lengan ngilu jenuh,positive
gede kali cl top kali bom seungri kali raline gary kali jihyo mustahil,positive
bantu wkwk putri rima daniel sibuk urus organisasi siswa intrasekolah join kayak sibuk makelar urus anak tuyul alias gila oj sok tau banget,positive
selamat pagi politisasi puisi timpa calon gubernur jawa ganjar pranowo informasi hoaks arus utama informasi terima masyarakat pilih kepala daerah ganjar yasin,positive
hubung munafik kitab hina lapor polisi waspada cebong kafir islam,negative
rt cerita orang cowok tinggal cina cerita pesan,positive
alah bullshit tahi kotok,negative
ahok versi pakpahan terima kasih ciduk bajing,negative
cium jokowi tajam cari uang ups salah utang uang salut,negative
ngeri bangsa sih partai komunis indonesia biadab bangkit tolak bubar,negative
sabtu pagi masyarakat adat badui jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kpb curug kota serang sebabaduy direct message,positive
bubar panitia khusus komisi berantas korupsi polling rakyat parlemen biar bubar panitia khusus komisi berantas korupsi,negative
terima kasih ya allah engkau engkau buka mata hati buta cinta terima kasih tuhan engkau tolong,positive
iya lihat gedek banget anjir,negative
baris gus sholatu bagus pulau madura rapat menang pasang calon gubernur khofifah indar parawansa emil elistianto dardak bagus khofifah emil jawa timur,positive
sarap cucu gudang,negative
rezim sipil keri lihat pimpin orang rezim sok rakyat sungguh anti rakyat umat islam,negative
rt orang jilat ludah bik malu hormat susilo bambang yudhoyono buzzer tolol,negative
topik bicara cebong bani hoaks loncat ya prestasi babi ahok tanah abang ta kasih contoh ta buruk,negative
karir cemerlang tentara nasional indonesia perangkap rejim penuh dusta selamat lahir,positive
lost respect sekian kali agency bangga artis bangga laku tahi kucing kasih nyawa sih kea tabok duit lee soo man tabok lamborgini gede tabok material,negative
i tulis kad raya cina ellooo,negative
ragam seni budaya batak toba,positive
serap dana desa prioritas bangun infrastruktur serap dana desa prioritas cepat ekonomi desa jokowiperiode,positive
i penat edit cacat weh haha,negative
dungu dunia,negative
buka twitter informasi dengar dengar benda curiga duga bom temu barel oi stay save kang warung tegal enak kang cilung anak indekos amp warga barel,positive
tau kenal bawa ajar deh ajar,positive
mama orang sombong teman setan salah gue gue teman orang sombong kayak,negative
kencing onta makhluk emosi mulu gue lihat dasar sumbu pendek sih tidur,negative
indonesia mundur presiden nya ya mas mas fitnah pakde jokowi,negative
sih lmao anak anak anak anak ya tengil banget tau main plas polos pusing ih jempol congor,negative
antek kaki tangan komunis hati perut,negative
tempeng bocah ancam presiden lihat reaksi kacung nya,negative
dengar hindu bal kristen jawa ya wkwk,positive
jelek budek,negative
kampung,negative
bohong rakyat harga mahal bayar hadap korupsi solo daerah khusus ibukota layak presiden ri ganti presiden,negative
arti makan bareng orang yahudi ya sih singgah makan bawa alat makan tau orang yahudi,positive
teman makan teman janji sontek uji pas gilir uji pura budek reuni,negative
dengar anak bas bicara tuhan tuhan orang islam tuhan orang kristen tuhan orang buddha tuhan orang hindu tuhan orang kejawen tuhan orang nit sensor suka hukum beda cerdas anak pikir,positive
saksi panas debat publik tujuh pasang calon bupati wakil bupati pilih kepala daerah aceh selatan pandu indonesia barat live eksklusif inews pilkadaacehselatan,positive
jalan jalan siang rumah ranah indah orang diam culun bakar,positive
jokowi harap bandara kertajati dongkrak ekonomi jawa barat,positive
percaya anti asing,positive
drama banget onta,negative
sinting baca,negative
ganti prabowo kelas duta,negative
lidah buaya lidah mertua gelombang cinta ya tanam hias sarana curhat favorit botanist terubus mania,positive
bilang citra,negative
tulis gue paham gue otak gue otak otak autis kayak bikin thread goblok sel kulit mati,negative
nih bicara orang ingus bicara nya ngawur nya gue blok banci,negative
allah subhanahu wa taala tolong bang fahri henti salat,negative
taruna perek,negative
gambar masakan tayahla partai komunis indonesia filter doo asam pedas adil negeri curry nasib baca caption,positive
astaga kejam tuduh haha mulia jebak avalon menang lihat arturia curiga hiks hiks,positive
bicara komentar gampang bahasa olah sok pintar nilai anis gubernur isu sara susah menang orang bijak meng olok olok,negative
jaya korupsi bubar wujud,negative
barang kenal sibuk peduli cacat aib orang habib luthfi bin yahya,positive
pamer grup chat anak cina,positive
langsung allah subhanahu wata ala kontan om allah subhanahu wata ala larang putus asa bangsa kafir paham kena,positive
laki laki hebat ganti presiden,negative
takbir wan lempar bom allah barbar mayat ayat alquran timur bikin muslim radikal tolol otak,negative
terkadang jatuh cinta bisu bicara carik puisi sembunyi makna kenang,positive
sebentar teh pagi sadar arti bilang sayap kiri israel pro damai palestina banding sayap kanan kanan agamais kiri komunis,positive
mudah keluarga sih gerung kena bom,negative
bangkai yen cabul,negative
susilo bambang yudhoyono berani tutup alexis jokowi berani tutup alexis gubernur indonesia turun tangan pilih prabowo mantap,positive
aduh ipey maaf salah pey kasih perek,negative
status jomblo nya gilir cowok komen status nya sok cuek cewek bajing dahak biawak kadal air,negative
otak geser sarap geser iya bahaya sih kerja elang lihat em asep pala cewek coba cantol syukur,negative
teriak takut rakyat presiden periode lawan prabowo agen ganda bayar promosi tokoh rakyat bingung pecah suara,positive
ih silit kampung payah,negative
bilang harga minyak dunia direktur utama pertamina mundur,negative
salam jokowi kayak ferdinan antek susilo bambang yudhoyono ya,positive
ambisi admin judul ih,positive
rebut daulat asing asing proxy moga tokoh amp dukung ego arah pecah belah suara tuju poros klaim layak sungguh untung incorporate,positive
muslim indonesia maju henti sembah allah subhanahu wa taala oceh jatuh takut hati orang kafir,negative
asli tertawa perut pipis paham maksud definisi rocky gerung orang sok sok an lapor cerita sih bikin gebrak bilang bela agama,negative
orang main bola hubung agama hem,positive
aduh bencong serang cong rumpi deh lonte laki laki dapur cong banci paruh kalah anak duda designer ln kali,negative
panas edan,negative
gereja katolik sifat dinamis selaras beda situasi kondisi kembang zaman salah manifestasi dispensasi kawin campur pasang katolik non katolik,positive
percaya muhammad nabi tulis argumentasi ragu,negative
ambil bilang nasionalisasi aset antek asing ambil pakai nama pribadi keluarga patut curiga uang twit sadar betapa pintar perintah,positive
peduli reply sambung ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden,negative
kangkang lebar lebar main memek kaca lemari,negative
indonesia alhamdulillah ya allah selamat anak thailand thailand selamat manusia kafir tuhan kontol,negative
situ sarap arti anjir,negative
bro kitab suci fiksi arti agama wahyu nyata surat pemberitahuan mutlak harfiah filosofis langgar umat agama konstitusi norma agama nista agama kotor ateis mati,negative
dengar ibnul mubarak mohon ya allah islam sih yahudi izin allah masuk islam,positive
manusia tolol takut ahok kasihan banget hidup idiot and bodoh,negative
bodoh question ngentot puasa goblok,negative
baca artikel internet lembar nya beda tanda butuh orang negeri ya pakai ya negara tetangga,positive
etnic ai paksa tinggal budaya ai etnic han konyol orang suku paksa pindah suku tragis warga ai korban jual organ tubuh eksekusi cap,positive
tau dosen ilmu budaya sepuh ketemu penasaran mbak,positive
rakyat tolak keras indonesia pimpin komplot mafia amp bajing,negative
isu nongol bentar isu partai komunis indonesia,positive
era susilo bambang yudhoyono bangun papua hambalang bangun usaha listrik negara mangkrak,negative
rt iya sih vivin tahi dasar rebut laki orang alexa alda rico baj,negative
amanat ribu ulama by nama by address bilang cak imin ambisius kop,positive
rakyat merdeka on line gue bikin berita indonesia menang piala dunia kasih link kredibel alah cundang culun tampil identitas asli berani bacot monyet handphone gue korea coy haha,negative
sesat cari jalan pagi maktab gaya jalan jalan pintas situ tutup konstruksi nya nih hambar gila turn turn,positive
indonesia singapura kasih cina kuasa dasar cebong otak reklamasi wkwk,negative
bani coli beda junjung kawan haha,negative
informasi kena ekonomi uang perban investasi saham indonesia dunia,positive
khianat partai komunis indonesia bunuh jenderal partai komunis indonesia keblinger karno bubar partai komunis indonesia turun harga bubar kabinet tritura,negative
ih anjir jahat bodoh bodoh,negative
rt kentut bau babi,negative
produksi indonesia presiden joko widodo ritel mal pindah plastik kayak pilih belanja super aksi lingkung r,positive
nyata bos suka bikin hoaks bani nya nabi ahoker,negative
sayang ngentot,negative
bangkai,negative
kne jaga hati pimpin kafir harbi kakak,positive
abang ipar adam nih bangkai dasar tunggang agama,negative
cina kuasa ekonomi media massa ayo usir indonesia,negative
guru anak ajar spiritualitas sifat universal ajar islam hindu duduk adab sindhu hindu beliau terima jalan beliau panggil nya allah,positive
enak gesek memek,negative
seulgi bilang mata barat kelopak mata timur gaya banget sipit seulgi pikir poin tarik,positive
bambang noorsena ajar kristen disalahpahami agama khotbah kristen,positive
pikir nih kafir hanat,negative
asing asing,positive
rt bicara bakar sekolah,negative
jablay mulu anjir wkwk,negative
congor oknum nasional demokrat sih joko kalah indonesia bubar,negative
sumbu pendek lelah,positive
panik ahok sih kutil babi tumbang putar cuap cuap mu media sosial pengaruh,negative
sinyal kartu three cacat ganti pakai kartu gaple ya,negative
akun facebook asma dewi sebar fitnah sara pilih kepala daerah jakarta penuh foto politis anies sandi,negative
usir cina indonesia,negative
facebook tahi anjing,negative
allahu akbar jokowi kenal islam moderat konferensi tingkat ulama cendekiawan muslim dunia,positive
rt orang orang iman masuk islam langkah setan qs,positive
online pajak income persh online nya income nya iklan iur premium produk lost tax banding usaha mal serap ten kerja online serap pelihara wi,negative
bani kampret samar lempar minyak babi,negative
sabtu pagi masyarakat adat badui jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kpb curug kota serang sebabaduy,positive
dungu laku rezim dungu klop,negative
moga istikamah nikita mirzani orang saleh malam kafir pagi istikamah juang hidayah allah rahasia makhluk hak,positive
rt jaga jaga muncul partai komunis indonesia juang alias partai komunis indonesia plus,negative
benci munafik suka orang,positive
pao an tui sisi kelam masyarakat cina era merdeka indonesia mantan wartawan senior republika,positive
ab orang sombong murah senyum,positive
semangat amp istikamah,positive
rt salah alas presiden malu bangsa iniiii,negative
ulang pandang mu niscaya pandang temu cacat pandang letih,positive
on asing lini,positive
ha ari longo jenak dengar orang teriak punten mas situ anjing,positive
kupas tuntas gebuk habis antek antek komunis,negative
haha logika kontrak habis bantu bank asing akuisisi saham asing masuk asing coba legowo kontrak habis duit main main,positive
charutin menor bom,positive
produk negeri bilang alay produk bilang hypebeast ironi sih gilir urus negara bilang asing,positive
chirpified ekonomi merosot utang bengkak badan usaha milik negara jual mundur jokowi,negative
rt kelojot girang lihat junjung amp idola panggil polisi t politic id kepala polisi republik indonesia,negative
dinding kamar saksi bisu,positive
kepala badan ekonomi kreatif triawan munafik lagu karya kisah ekor burung siul milik melodi lirik riang kompas,positive
gembrot banget,negative
monggo bro jadwal acara upacara adat kirab budaya mbah bergas,positive
sok kenal kunyuk,negative
gus ipul mbak puti cipta program program keluarga harap super lengkap program keluarga harap program keluarga harap kembang presiden jokowi gus ipul puti menang,positive
suruh cerita geblek,negative
menang anies sandi bau busuk anyir nanah luka batin luka hina sara benci,negative
cacat,negative
ulama barang sedia amp malas rejab aban malas amp ramadan malas,positive
bikin berita media sosial media mainstream kuasa asing perang opini handphone gembos berita media mainstream cina,positive
pro asing jok,negative
sipit cantik,positive
rt ber tato entot kayak sih thailand enjoy gays kontol coli bahan coli,negative
coba usir cina rakyat negara republik indonesia gembel negara republik indonesia kayak asing asing triliun uras negara republik indonesia stop tolol,negative
rt salah anggota hati sakit hati organisasi masyarakat nya bubar amp maju,negative
dungu budak islam tifatul adam dongeng yahudi,negative
cebong fitnah makan kenyang curang ya menang,negative
perempuan gembrot langsing badan tuju kalimat eja cantik l a si i e t selamat pagi lupa salat subuh,positive
hebat penjara penjara zaman,negative
asing,negative
masya suku kampung selamat deklarasi anti hoaks amp pilih kepala daerah damai,positive
hati partai indonesia praktik msjid psantren huuuft kabuuurr ganti presiden ganti presiden,negative
jujur abang like anjing kucing gaduh orang gaduh tumbuk then lari rumah selang,positive
atok silap atok hehe macai atok ler macai ph bodoh bangang nih rakyat kali tau kali opsss atok,negative
admin tolol partai tolol partai tolol orang tolol,negative
keluarga partai komunis indonesia negara pancasila bineka tunggal ika keluarga nya,positive
sambut ketua dewan wakil daerah golkar lumajang sudjatmiko putus partai khofifah indar parawansa calon gubernur emil elestianto dardak calon wakil gubernur jawa timur partai golkar bulat khofifah,positive
dasar kampang,negative
manusia makhluk butuh identitas eksistensi sayang identitas orisinalitas sadar seringkali lekat babi buta remeh identitas dangkal,positive
i at taman budaya sentul city,positive
kejam,positive
haha iya sekolah katolik agam anak kebun usaha later suku agama terima sekolah katolik alami amp ubah,positive
subhanallah bahagia pimpin beliau,positive
syukur allah subhanahu wa taala presiden giat kerja hadap kerja lurus ikhlas indonesia maju ramping energi p,positive
mudah lihat orang condong arah sosial media akun perempuan gambar curi google gambar anonymous manusia kampret akun embel embel nama pahlawan kaum muslim cyber army,negative
calon wakil presiden jokowi orang tinggal presiden terbit dekrit partai usung jatah calon wakil presiden jokowi sih atur perintah ganti undang undang terbit urgensi,positive
malas duduk xleh orang kg budaya kg duduk xleh budaya hebat seram,positive
rt entot dicrotin kontol uh,negative
kualat bobby mata gue sipit,positive
franky presiden,positive
sekolah ya mulut jaga kotor kayak sampah,negative
anjing jahanam berisik cocot,negative
tekan jabat siasat lari lingkar politik antek milik modal islam progresif sesuai mukadimah undang undang dasar amal qs al hujurat,positive
tomohon rupa pusat ajar agama kristen katolik khusus doa meditasi bukit kasih buah suci indah tenang tomohon international flower festival,positive
kesal kacrut televisi republik indonesia,negative
suasana hati kerja ubah nih banci,negative
kemarin kamis jumat singkat ya,positive
pimpin cerocos nderomos jancuk deh,negative
islam ideologi negara emban wajib sebar dakwah amp jihad as sebar demokrasi amp ussr sebar komunis karang jalan damai kadang perang syariat hukum syriyah amp kharajiyah,positive
aduh nyata salah paham ya islam kafir beda kafir harbi muahid kafir dzimmi,positive
bahas tangkap ikan potas racun sampah plastik bahas tugas tentara nasional indonesia al,positive
iya anjir,negative
wujud katolik pusat struktur teroganisasi pusat vatikan nu ambil rebut peran vatikan mudah,positive
bilang orang hina agama kena hukum pidana orang maksud hina agama mayoritas singgung langsung hujat kena hukum,positive
kacung terima perintah terima kritik moga pimpin simbol kacung kacung kacung kacung terima kacung tunas subur semerbak harum bunga bangkai,negative
rindu soeharto kroni kayak rezim soeharto jual bangsa,positive
rahasia bong koruptor rampok laku maksiat laku bisnis maksiat kaum lgbt jilat dukun sesat dukun cabul bla bla bla gabung bani cebong,negative
mata buta lihat alam maya hati buta terima cahaya alam,positive
cebong pindah on masuk kemako brigade mobil,negative
serius ngewe sumpah,negative
teroris buddha perintah kerah cyber army bikin hoaks amp retas akun akun pro rohingya,negative
kamar guru musala kristen doa aula kristen teman kristen sih a sih a tolong guru ambil cas laptop,positive
partai adil sejahtera partai lacur beyek germo partai adil sejahtera sadar susilo bambang yudhoyono otak kriminalisasi lhi politis islam khianat prabowo hatta langgar pilih presiden hancur citra islam partai adil sejahtera susup antek be,negative
dear driver tukar orang anter gue gue sih pintar dongok puter cari rumah gue pakai driver ganti dongok buang gue banget tunggu tai,negative
maki cebong kaum codot main korban much,negative
gue baca setan wkwk,negative
orang islami bangun narasi tuju beda liberal sekuler munafik antek asing,positive
betah kemarin desak majelis musyawarat rakyat sidang istimewa turun jokowi,negative
mata gue sipit,positive
gue normal member autis,negative
najis banget sih bully adik atip,negative
buaya nya gede,positive
teriak bubar partai komunis indonesia orang pulsa listrik rumah habis kutuk orang ketidaktahuannya,negative
tren konsumsi video tumbuh data,positive
lukman hakim saifuddin substansial percaya agama,positive
bajing iya orang kayak ah,negative
ya allah mohon cepat ganti presiden biar indonesia selamat,positive
jawa pos paul pogba selebrasi gol dengar tiru suara monyet,positive
dukung prabowo surat pemberitahuan arb sda orang orang bejat tabiat kasar masuk orang moga laknat allah,negative
iya tentara nasional indonesia nafsu banget perintah doktrin karya dukung soekarno bubar parlemen dekrit,negative
bahas ekonomi moral meni deh gue pakai akun tulis nama kayak antek asing gara gara asing kayak congor negara gue hina kayak tega,negative
banget sih alucard,negative
soeharto dalang bencong hehe,negative
bubar komisi berantas korupsi kuat lembaga negara sistem politik,negative
nayeon member kali suka ngepost instagram story suka bilang lesbi budak cinta banget kali,positive
tubuh kurus muda orang milik punggung lihat tegap lebar mata sipit tanda kelopak garis wajah lihat gambar watak galak cont,positive
pakcoy ih nya pacar kuuu,negative
indosiar elang mahkota teknologi grup gembel siar bola,negative
tampil serasa suci dunia laku kayak setan empati keluarga korban bom kemarin,negative
cebong eh berudu olah ter faith accompli anies calon presiden gubernur hidup tenang nikmat banget gue main cebong,negative
tau pasu nasi bungkus kasihan daerah khusus ibukota daerah khusus ibukota harap sabar coba wkwk,positive
aduh lebay nya anak didik soeharto bob hasan menteri kabinet bangun jabat maret mei bob hasan aka muhammad h,positive
kecuali manusia monyet mamalia buta warna,positive
betapa biadab teroris buddha myanmar,negative
rupiah haneul suka sepong kontol on retweet,negative
baca onta moga adik bayi cowok ya nan modusin haha,positive
mampus tembak banget silvy urus dapur program suka serang gue debat final pilih kepala daerah jakarta,negative
rt ngentot sekretaris sexy cerita dewasa memek merah memek basah memek janda,negative
gue anjing penasaran iya iya bicara maju garuda kuping budek,negative
sontoloyo sok ipar allah subhanahu wa taala,negative
rt akibat putus cinta sahabat entot lubang rapat bool memek,negative
deklarasi pilih kepala daerah aman anti hoaks paguyuban budidaya lele jabon,positive
ahok lantik gubernur anis anis gubernur,negative
agama buddha kokoh adab masyarakat bangun candi luas candi sewu prambanan anut agama hindu utara bangun candi ya kalah,positive
keras lawan keras kung fu kadang pakai tahi chi lembut kuat lawan,positive
mulut buaya,positive
hoaks pintar dungu bego kasihan nya dungu tolol kali,negative
urus duit hitung bisnis perintah indonesia untung ya tepuk tangan buntung ya risiko rezim model harga janji harga wajar wajar,positive
plakat isi kerja polisi indonesia polisi tionghoa polisi tolak markas lihat foto kayak selamat,negative
bela asma dewi bentuk solidaritas kejam rezim anti islam,negative
rt tolol bela nista agama sangka,negative
minum kopi luwak biar degan alias kocak sih bolot pas congor,negative
hasil nyata lindung ahok dakwa nista agama,negative
tarik tarik gatot nurmantyo saing jokowi nih pas tentara nasional indonesia aktif prabowo tinggal,negative
debat kampret otak rendam kencing onta,negative
khofifah rupa srikandi nu duduk kursi gubernur jawa timur damping emil dardak wakil bagus khofifah emil jawa timur,positive
pikir nyeleneh tuhan cipta anjing babi kitab haram nya babi sentuh kulit nya basah masuk haram akal kesana baca,positive
malam pck kerja cocot komersial,negative
mu gue berita bencong bencong yaelah,negative
tomohon rupa pusat ajar agama kristen katolik khusus doa meditasi bukit kasih buah suci indah tenang tomohon international flower festival nor,positive
lokalisasi agama nu kalah kreatif kristen protestan indonesia kristen jawa batak p,positive
rt iklan ahok jahat bikin darah didih bangsat penuh propaganda islam radikal,negative
pbb pandang signifikan bagus pasang presiden incumbent lawan gatot nurmantyo amp yusril,positive
guys presiden blusuk an pelosok negeri jokowi dengar langsung keluh warga ecek program perintah nih video pimpin duduk rendah r,positive
warga badui selesai tradisi seba pendopo perintah kabupaten lebak temu gubernur banten wahidin halim sabtu sebabaduy,positive
setan sih ya,negative
gue celeng bikin synna emosi mancing,positive
cebong kelojot takjil ganti presiden waras takjil amuk amuk karuan gilir presiden hina diam ganti presiden gantipresidenkacung,negative
kampang,negative
rezim tukang tipu hoaks anti kritik,negative
cebong kopi eta harga harga beli utang,negative
tokoh politik berangan perintah berani bicara kasar etika sih prabowo berani bilang elite goblok maksud sekolah oi presiden anggota dewan berani bilang menteri agama bangsat,negative
pikir bayi tabung padu sperma kampret onta ragu,negative
monyet sumber hidup,positive
cebong ah telur an berisik dasar kampret miskin,negative
selamat sore twit presiden jokowi pimpin rapat batas ratas istana presiden bogor rabu bahas kena cepat laksana usaha online single submission online single submission poin arah simak ya,positive
selesai impor alat utama sistem tahan brigade mobil mending mundur,negative
aww good luck suka pusing bahas budaya populer,positive
nama gatot saptono a l al khaththath status sangka mufakat makar duga dukung anies sandi,negative
jelang pilih kepala daerah perintah kabupaten garut kebut cetak ribu e kartu tanda duduk,positive
iya indonesia hebat indonesia banjir tenaga kerja asing jokowi keren deh top banget presiden umur hidup ayo dukung jokowi solo ganti presiden,negative
anjing anjing orde kayak tukang tipu malu ustaz,negative
indosat tai,negative
maiyah aman aman hadir maiyah prajurit aman ajar aman nyaman bahagia muhammad sapril,positive
butuh presiden takut miskin harta hilang kuasa tahta,positive
ayat dingajikan perintah rang bunuh penggal kafir,negative
komunis,positive
saudara aji moga allah izin gus ipul mbak puti gubernur wakil gubernur jawa timur,positive
puisi sukmawati puisi sang iblis,negative
jijik kunyuk,negative
otak tara gender telanjang dasar mesum cacat,negative
jam ih aisya nya lesbi ioixonemakrab,negative
bismillah superior printing harga ecer lgnpolosk print kak lusin lgn polos kak printk bahan rena dri fit pe info order pin fd wa instagram sri yono bolanet pilih kepala daerah jerseysale jersey goes to festival thumb,positive
udik kasihan tidur,negative
saksi tani masyarakat ulama perintah dukung program kapal manusia suriah upa ton beras ahyudin presiden act yuk simak lengkap video letshe,positive
mesti proyek asing nasionalis pancasilais pilih asing antek asing nih,negative
arti bacot,negative
nyata tol utang jepang jokowi layak makzul turun jokowi,negative
akulturasi agama daerah niscaya kristen jawa jalan bareng tradisi jawa istilah kristen nusantara kristen kristen islam islam isl,positive
ajar aji ayat cocok penis penggal kafir pahala biadab,negative
rt kirim foto kontol full tarik video call,negative
sombong tau he manusia sumber bau bau kaki bau bau udel bau ketek congean korong cileuh bau kepala bau mulut bau karbit jengkol comberan bangkai,negative
rt layan kontol security meeting room for the video,negative
anjing tahi goblok idiot bangsat monyet babi fuck kont kangen goblok iya tau kasar banget maaf,negative
menang ya anies sandi usut komisi pemelihan daerah khusus ibukota telat wajar kampanye intimidasi,negative
gue tinggal beli batagor anjir ngaret,negative
e a kak gue mute anjir,negative
bawang nya asing nih juragan,positive
mampus anak langsung nongol,negative
rt oum jodoh pakai pelet jepang dek efektif honda beat honda jazz b,positive
peluang tokoh ubah lukman hidup allah subhanahu wa taala sesat,negative
om jilat memek nya,negative
anjir gue ecek kali kali cewek cowok tau tipu kayak video nyata asli cewek lepas gender sih astaga moga adek gue amin,negative
rt iklan bego partai bego pilih bego,negative
acak acak pahlawan siang gagal kudeta partai komunis indonesia pakai gelar pahlawan,positive
kubu prabowo nilai negatif bijak jokowi pilih presiden,negative
ngewe kayak,negative
kampang anjing,negative
meeting arti ajak meeting suruh sih diam kayak patung miskom somplak,negative
biaya ambil alih mayoritas saham pt us miliar minimum utang perban asing pegang saham mayoritas taro duit bangun smelter murni bangkit listrik biaya cave mini,positive
rt anies ombudsman wakil ombudsman republik indonesia ya ombudsman ri ombudsman wak,positive
lebay duda ya,negative
presiden keluh minim publikasi asi games xviii asiangames,positive
angkat tradisi budaya rakyat banyuwangi kunci sukses bec,positive
oh iya iya pas acara tempo wakil tim sukses anies sandi sih indra piliang wkwk tukang narkoba,negative
cowok hobi swafoto beda nya laki amp banci kaleng,negative
salah keberserahdirian menteri agama ekspresi tuhan layan sembah,negative
dipungkiri rezim jokowi rezim anti islam,negative
cebong kampret bilang infrastruktur jalan mahal,negative
amerika orang pindah agama kristen agama islam,positive
rt nama sandirawa cundang bubar urus ecek berani urus bantu likuiditas bank indonesia rumah sakit sumber waras,negative
